contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
41205167,39663978,"p. no other information is given a-priori. figure 8 shows the steps the landing zone evaluation algorithm follows to find a landing site. the approach is an extension of the algorithm we presented in . first, the aircraft overflies the known position of the casualty in downward-scan survey configuration (see figure 3) and builds a map of the surrounding terrain in the global coordinate frame. this",UTILIZE,EXTEND
20377240,21601586,"tic (fixed size) windowing approach used by cvfdt. 3. the ifn algorithm many learning methods use information theory to induce classification rules. one of the methods, developed by last maimon 6 is the ifn algorithm. ifn, or info-fuzzy network, is an oblivious tree-like classification model, which is designed to minimize the total number of predicting attributes. the underlying principle of",NOTUTILIZE,MENTION
19499356,20707809,"low the last approach described, and consider a wsn with sensor nodes grouped in cooperative clusters. to efficiently group sensor nodes into clusters, any of the distributed clustering algorithms in 24 may be adopted. such clustering algorithms assume no centralized control and consider that every sensor node decides to join a cluster based only on local information. mostly, they are based on",NOTUTILIZE,MENTION
60840267,60222404,"rtite graph matching and an online approach which updates the kde in real-time. a vast literature addresses the problem of data association. among the earliest work in this field was reid s algorithm , a bayesian formulation for multiple target tracking in a single view (e.g. associating radar tracks). where reid outlined a multiple-hypothesis tracker (mht) to deal with the intractable space, cox",NOTUTILIZE,MENTION
21537235,22659579,"ed usind dpll-like algorithms 6, 5 , for example the 1.505 n bound for 3-sat 10 . newer deterministic algorithms borrow ideas from randomized approaches to testing satisfiability. the algorithms in that have the best known upper bounds for k-sat are based on the derandomization of multistart random walk. they cover the boolean cube 0, 1 n by hamming balls and apply a local search method to fi",NOTUTILIZE,MENTION
920214,984170,"parison is for lp using search controlled by the cp solver. it would be interesting to see how this compares to a standard lp formulation with no symmetry breaking and no cp (i.e. just using xpress-mp ). bosch and trick found that partial symmetry breaking caused a greater than 2 fold saving in search on such an implementation, so cp-lp-sbds with full symmetry breaking may prove more effective. gap",NOTUTILIZE,MENTION
27199869,27923727,"dle using these algorithms. in a somewhat related idea, we also mention that jones 3 showed how to use the state-space model and kalman filter recursions to fit random effects model (laird and ware to longitudinal data. in the case of normal observations, an explicit em algorithm can be formulated based on the kalman filter and smoother (see shumway and stoffer 14 or icaza and jones 2 ). the",NOTUTILIZE,MENTION
201780207,239356977,"a parameter is approximated by its sample histogram, and the posterior mean and the standard deviation by the corresponding sample values. our algorithm is based on the metropolis-hastings algorithm ( ; hastings 1970; chib greenberg 1995). briefly, starting from the current model mcurr, a new",UTILIZE,USE
25434177,26226003,"may be supplied by the user. this offers the user opportunities to further process the tree and the attributes. attribute-grammar systems are similar to existing compiler-writing tools, such as yacc ( ) and llgen (fischer and leblanc, jr., 1991). sscc differs from these tools in that attribute-grammar systems in general are more declarative. a designer is simply concerned with the dependencies amon",NOTUTILIZE,NOTALGO
5970333,6189430,"disk. we used different synthetic databases that have been used as benchmark databases for many association rules algorithms (agrawal, imielinski, swami 1993; agrawal et al. 1996; brin et al. 1997; ; lin kedem 1998; lin dunham 1998; park, chen, yu 1995a; savasere, omiecinski, navathe 1995; zaki et al. 1997c). the dataset generation procedure is described in (agrawal et al. 1996), and the",UTILIZE,USE
219381660,188088810,"tant literature concerning professional organizations, those organizations that exhibit mastery of an area of abstract knowledge, controlsa contested jurisdiction, and that possess social legitimacy ( ; burk, 2002), indicates that thesesorganizations are generally characterized by adaptive,sinnovative, flexible, risk-taking, and future-orientedsbehavior (argyris and schon, 1974; kline, 1981; freids",NOTUTILIZE,NOTALGO
42568522,40915202,our safmdl work differs from their work on not only providing mechanisms for validating feature model constraints but also extending feature model for semantic annotation of the features. peng et al developed an owl ontology for feature modeling which helps in validating and tailoring feature models. the proposed ontology categorized features according to underlying business model. in their appr,NOTUTILIZE,MENTION
202748242,240743650,"ensurable. in thisscase, the optimization process generates a pool of non-sdominated solutions called the pareto optimal set. after thesoptimization process, a simple linear fuzzy inferencesalgorithm is used for extracting the best compromisessolution from the pareto optimal set. the best compromisessolution is then used in the implementation of the practicalsflcd algorithm.sc. self learning and",UTILIZE,USE
19156955,20355749,"channel rates rk (n,t) n(t) for given weights w k (n,t) n r k (n,t) n (t 1) . it turns out that the form of the objective function given by (13) can be viewed as a gradient algorithm adopted in . the only difference here is that (13) requires the two-dimensional network-wide selection of an index set, (t), and transmission powers of bss, pn(t), while 5, 15, 21 requires n independent cell-",NOTUTILIZE,MENTION
24449339,25323679,"of masks. however, the new algorithm is robust and because of its more bruteforce approach, it is more likely to be immune to algorithmic bugs that are associated with certain surface singularities ( ). figure 11 shows the complexity of the computation with the number of atoms. these numbers reflect the runtime after initialization of the masks, using a pentium iii, 750 mhz, running redhat linux v",NOTUTILIZE,MENTION
115428858,105356199,"factors for hemorrhagic stroke zodpey et al. reported similar results.(24) however, other researchers reported that those with diabetes mellitus were at greater risk for stroke than control subjects. among hawaiian japanese men in the honolulu heart program, those with diabetes had twice the risk of thromboembolic stroke than those without diabetes, which was independent of other risk factors.(25",NOTUTILIZE,NOTALGO
9186771,9716685,ns (ares) can be solved in matlabsusing the functions care for continuous-time systems and dare for discrete-time systems 26 . these are based on forming the deflating subspace approach described in and require the computation of the stable deflating subspace of the matrix pencils corresponding to the are. this is achieved by using the built-in implementation of the qz algorithm in matlab. we re,NOTUTILIZE,MENTION
147228830,129657347,"hite spaces.s3.snetwork re-planning and optimizationsthere are some major elements that need to be considered in drawing up a plan for digitalsterrestrial television network. they are as follows 6 , .s",NOTUTILIZE,NOTALGO
23542812,24486334,"own to be equal to its pathwidth plus one; the mixed search number of a graph is equal to its proper pathwidth 31 . polynomial-time algorithms are known for computing the node search number of trees , interval graphs 7 , cographs 6 , k-starlike graphs for fixed k 26 , d-trapezoid graphs 5 , block graphs 9 , split graphs 17 , circular-arc graphs 30 , and permutation graphs 4, 23 . however,",NOTUTILIZE,MENTION
1687219,1785075,"fourth step takes time o(n k ), excluding the recursive call. the final step uses max-k-cut, which is a randomized algorithm and takes time o(n 2 nk2 o(1 ffl 03 ) ) (in the version inspired from ). overall, running the algorithm for ffl 0 (ffl k 4 ) 3k 1 k 2 , the algorithm thus becomes a (1 o(ffl))- approximation and has running time o(n k 2 k (n nk n k n 2 nk2 o(1 ffl 03 ) )",NOTUTILIZE,MENTION
107822393,99766703,"r. to sum up, we see our work as contributing, at multiple levels, to theory, pedagogy, methodology, and practice. in the realm of theory, we have extended previous discussions of tpck (hughes, 2005; ; lundeberg et al., 2003; margerum-leys marx, 2002; zhao, 2003) and put them on firmer ground. in the area of pedagogy, we provide additional support to the use of authentic design-based activities",NOTUTILIZE,NOTALGO
28705579,29399402,"information becomes part of the state and that the runs in g and cont(g) are closely related. now we focus on subclasses of reachability timed games, namely those obtained by enriching timed automata with costs (priced or weighted timed automata 4,7 ). this enables us to rely on symbolic algorithms and to have computability results. priced timed game automata. let x be a finite set of real-value",NOTUTILIZE,MENTION
13554515,14543948,"a model of the background. svr is a statistical learning technique for estimating a function from a set of training data 20 . to update the background model, we use an on-line svr learning algorithm . a. background modeling using svr given a set of training data, svr fits a function by specifying an upper bound on a fraction of training data allowed to lie outside of a distance from the regress",UTILIZE,USE
69109653,67892570,"usalem 91904, israel. email: mendelma gmail.com. supported by the landau center and a grant from the israeli science foundation (195 02). 1among others, embeddings into low dimensional normed spaces as well as probabilistic embeddings into trees 2, 3, 15, 4 have many algorithmic applications. in both cases the distortions of the embeddings are logarithmic in the size of the metric. unfortunate",NOTUTILIZE,MENTION
14432907,15478979,"ected joint histograms, and to guide the transformation towards the expected joint histogram. the feature-based registration algorithms extract features such as surfaces, curves 3 or skeletons 1 , at the preprocessing steps. they are faster than intensitybased methods but comparatively less accurate 4 . also, the extraction of skeletons can be sensitive to noise 9 . therefore, registration a",NOTUTILIZE,MENTION
1722104,1822528,and they have been extended to take account for time and probabilistic behavior. in this paper we present the process algebra p 2 acsr which extends our previous work on formal methods for real-time and probabilistic systems 13 by incorporating the ability of reasoning about power consumption. the algebra of communicating shared resources (acsr) 11 is a timed process algebra which represents,UTILIZE,EXTEND
23356991,24317800,"-up table, reed andssolomon s algorithm is still useful only for the smallest reed-solomon codes. in 1960 peterson provided the first explicit description of a decoding algorithm for binary bch codes , his quot;direct solution quot; algorithm i",NOTUTILIZE,NOTALGO
47212205,46398960,"sq. is the quantum system sq an individual dynamic (or stochastic) system s, or is it a statistical ensemble e s of dynamic (or stochastic) systems s in the conventional copenhagen interpretation of quantum mechanics sq s, whereas in another version, what is known as statistical interpretation 2, 3, 4, 5, 6 , sq e s . discussion on this subject lasts many years on the verbal level witho",NOTUTILIZE,NOTALGO
26517981,27215910,another remark is the following. in many applications it is reasonable to assume that the predecessor function of the graph is given as well. in this case one can use the algorithm in section 6.7 in for constructing the strongly connected components of the graph g by using randomly accessed memory of size o(n). let gr be the directed graph corresponding to g by reversing its edges. this algorith,UTILIZE,USE
597975,638161,"selection 0 som 0 0.2 0.4 0.6 0.8 1 false alarm rate figure 10. best roc curves produced by each method for the mackey-glass test data set. in contrast to the results reported by dasgupta and forrest , the performance of the bns algorithm is very poor. this may be because of the experimental settings used in our current work; the normal samples in the test data set are different from to those pres",NOTUTILIZE,MENTION
23653519,24590035,"raphs 18 . however, these algorithms tend to be impractical1. the following simpler procedure will work for us, causing only a small constant 1we could use the o(n2 log n) approximation algorithm in to get fi 2 and ff 2. here, n is the total number of nodes in the graph. 3sloss in our approximation ratio. we will find the cheapest pair of nodes to connect (minimum ki(u; v)) and match them. w",UTILIZE,USE
14647686,15708579,"many algorithms converge slowly because they change the direction of the search repeatedly. the extended version of this function was proposed by spedicato (1975). other versions have been proposed ( ; dixon, 1974). it is considered by many authors as a challenge for any optimization algorithm (schlierkamp-voosen, 1994). its difficulty is mainly due to the non-linear interaction among its variable",NOTUTILIZE,MENTION
201655546,239178947,"rdinates of the ideal helix with random orientation. in the last phase, the algorithm refines the initial structure by optimizing the pseudo-energy function using local moves and simulating annealing . the moves we adopt displace a single residue at a time, and keep its distances to its neighbours constant. the pseudo-energy function used here is shaped to encode the constraints represented by the",UTILIZE,USE
145793317,128625736,"ce the number of unique queries. best results 1this dataset refers to the microsoft 2006 rfp dataset provided for the web search click data 2009 conference 2we have used the porter stemming algorithm 80 are obtained when both stopword removal and term stemming are applied, specially if small sessions are discarded too. to perform the evaluation, we have divided the data in two subsets: training a",UTILIZE,USE
70448241,69627466,"ance. 3. non-uniform transfer model in this section we present different algorithms for finding schedules under the non-uniform transfer model. in section 3.1, we generalize the approach in 4 and to give a meta-algorithm for solving the sum problem by partitioning the jobs into different blocks and then using an algorithm with good makespan time for each block. in section 3.2, we give constan",UTILIZE,USE
4883770,5047856,"ase. in this context, there has been considerable work on computational techniques for making the em algorithm more ecient when applied 32 to large data sets (bradley et al. 1998; moore and lee 1998; esson et al. 1999). one focus is the development of one-pass quot; methods, in which each part of the data needs to be loaded into memory only once. however, even with memory resources and processor",NOTUTILIZE,MENTION
30736489,31443208,"obal correspondence. indeed, the demons algorithm requires having at least a partial overlap of the corresponding patient and atlas structures in order to match them. as proposed by cuisenaire et al. , the global transformation from the patient cortical surface to the atlas cortical surface is modeled by a linear combination of elementary scalar functions for each coordinate of . these functions a",NOTUTILIZE,MENTION
19481136,20689325,"ry, the set of the vertices on the noose is the middle set of e. a sphere cut decomposition of minimum width can be found in o(n 3 ) time with the ratcatcher algorithm of seymour and thomas 27 , see . see also 17, 19, 20 for a necessary improvement to the original algorithm and implementation issues. dynamic programming with a branch decomposition instead of the mcc problem, we consider a small",NOTUTILIZE,NOTALGO
57144275,56479410,"ear decomposition, we obtain a linear algorithm to find resource tripartitions of triconnected planar graphs. applying our algorithm for finding a nonseparating ear decomposition with an algorithm in , we can also achieve a linear algorithm to find three",UTILIZE,USE
22431915,23474890,"en rendered. in order to achieve this, some visibility algorithms, such as the one described by klosowski and silva 10 , propose to bootstrap the depth buffer by rendering a guess of the visible set , which is then refined by rendering more geometry until the picture is done. in the approach described here, implicit occluders are used for generating a set of occluders without the need to compute",NOTUTILIZE,MENTION
223037097,190621871,"mulated results of the trained anns may be combined using windowed weightingsfunctions, similar to the lapped orthogonal transforms now used to reduce edgeseffects in digital image and sound encoding (23).sthe practical implementation of these windows on the anns may be greatlyssimplified by the assumption that the window for a particular network should be ofsunitary weight inside the region of n",NOTUTILIZE,MENTION
29786804,30473144,correct mappings between couples of ontologies. it exploits an algorithm used for word sense disambiguation originally proposed by michael lesk 16 and adapted by satanjeev banerjee and ted pedersen . the obtained alignment is then post-processed in order to further refine it by finding semantic inconsistencies. the paper is organised in the following way: section 2 provides some background knowl,NOTUTILIZE,MENTION
66019502,64786824,"h recognition power, evaluation and replacement of the clones, generation and preservation of antibody diversity. the clonalg algorithm implemented by brownlee in weka consists of the following steps : (1) initialization. the clonalg algorithm starts by generating a pool of n antibodies. these antibodies are then partitioned into a memory antibody pool (map) and a remaining antibody pool (rap). ma",NOTUTILIZE,MENTION
13243046,14204631,algorithms. we also discuss the relationship between the incorrectness of this algorithm and two extensions of the inverse compositional algorithm to fit (what we would classify as) 2.5d head models . 1s2 background: 2d image alignment algorithms 2.1 the lucas-kanade algorithm the goal of the lucas-kanade algorithm 13 is to align a 2d template,NOTUTILIZE,MENTION
58885453,58164747,".;3 : - - - , ) -. figure 6: cumulative purecore size distribution for real-world graphs. as 8. the second is the barabasi-albert preferential attachment model , which follows a power law for the vertex degree distributions. we configure it such that each new vertex added by the generation algorithm creates 11 edges. the third model, generated with snap s r-",NOTUTILIZE,MENTION
169161721,150501144,"ugh casr mrna was not detected in this study, casr mrna and or protein and calcimimetic responses were demonstrated in rat and human smc by others farzaneh-far et al., 2000; smajilovic et al., 2006; ; ivanovski et al., 2009; alam et al., 2009 . farzaneh-far et al. showed that calcium and casr agonists induced mgp promoter reporter expression in rat aorta smcs. however, casr transcripts were not d",NOTUTILIZE,NOTALGO
3907554,4034572,"techarts are currently read as textual descriptions, using again a separate grammar similar to the one for ocl types. ocl expressions are parsed according to the official ocl grammar version 1.4 (see , section 6.9). the three parsers are implemented with javacc (http: www.webgain.com) based on an early implementation for ocl version 1.1 12 . an integrated type checker investigates whether ocl co",NOTUTILIZE,NOTALGO
81060728,78739697,"out feeling natural, but is soon mired in a number of questionable assumptions and tuned hyper parameters. in recent times, this story has played out in many problems, such as information extraction and learning to rank 21 , where generative language models were proposed earlier, but the latest algorithms are all discriminatively trained. the above formulation has several potential shortcomings",NOTUTILIZE,MENTION
6707875,7008199,"ts of its segments, and its pairing (r; s), so as to minimize its discriminant , recomputed for the higher-resolution outlines c (k) . the refinement algorithm, a variant of dynamic programming (dp) , looks for a minimum cost path in a directed graph g, whose vertices are all pairs of indices (i; j) of samples a i and b j , respectively. the edges of g are such that any directed path corresponds",NOTUTILIZE,NOTALGO
84437338,81560019,"as been some evidence presented by other researchers ann nucl med sci 2001;14:161-172 vol. 14 no. 3 september 2001 162pet reconstruction-based estimation of scatter in pet supporting this hypothesis . the study of convergence properties of the mlem algorithm by fourier analysis revealed clearly the non-uniform frequency response of the em algorithm 18 . moreover, preliminary investigations of in",NOTUTILIZE,NOTALGO
1454061,1541584,ete functions. 2 evolutionary algorithms a previous survey of search strategies based on evolution has been done in 20 . evolutionary algorithms for continuous parameter optimization are surveyed in . algorithms which are driven mainly by mutation and selection have been developed by rechenberg 24 and schwefel 27 for continuous parameter optimization. their algorithms are called evolution str,NOTUTILIZE,MENTION
