contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
139986078,124170447,"nt of meteorology, university of reading, uk. 4atmospheric, oceanic and planetary physics, parks rd, oxford, ox1 3pu, uk. 1 blocking indices index b1d we use the one-dimensional blocking algorithm of which identifies blocking regimes using the 500-hpa geopotential height field (z500), where a longitude is considered blocked if there is a reversal of the geopotential height gradient that persists",UTILIZE,USE
3727102,3846246,"he initial condition 14 . this paper deals with both of the long-term dynamical characteristics and the short-term prediction, by using a neural network model and a stochastic learning algorithm. we formerly showed that a recurrent neural network (rnn) could learn continuous time chaotic dynamics from observed data. in these studies, we emphasized that long-time trajectory generation has its own",UTILIZE,USE
28117382,28825030,effort by using the same proof steps for multiple algorithms the quest to find repeatable steps or a general methodology for constructing concurrent algorithms is not a new idea. a paper by herlihy outlines a precise methodology for constructing concurrent algorithms. another line of work revolves around building powerful primitives. the idea being that one could use these primitives as buildin,NOTUTILIZE,NOTALGO
5991975,6212860,"the reference image. reference image receive and store information get movement reconstruct image fig. 6. intelligent image decompression algorithm a simple reconstruction example is shown in fig. 7 . in this figure, the original facial image (fig. 5 is not recreated, but the movement is the same as the original image. further work on reconstruction of the original facial image is necessary, but",NOTUTILIZE,MENTION
59840745,59172192,"b model in two dimensions. we claim that the two moduli spaces are the same and isomorphic to the extended moduli space of complex structures of the calabi-yau x, defined by barannikov and kontsevich . the second named author showed that the extended moduli space of complex structure is the moduli space parametrizing the family of b-models, conjectured by witten, by actually constructing such a fa",UTILIZE,EXTEND
32605169,32958807,"on in algebraic decoding 24 . this article surveys these algorithms and highlights some of these features. 1 introduction list-decoding was introduced in the late fifties by elias 7 and wozencraft . under this model, a decoder is allowed to output a list of possible codewords that a corrupted received word may correspond to. decoding is considered successful if the transmitted word is included",NOTUTILIZE,MENTION
42565410,40912736,"nd elimination of redundant functional dependencies from the initial set. detailed description of these algorithms is way beyond the scope of this text. that information can be found in, for instance . it is important to note that the decomposition method guarantees better normal form than the synthesis method. it guarantees that the resulting database will be in the boyce-codd normal form, while",NOTUTILIZE,MENTION
16870935,18016752,"iod. punnekkat 19 proposed an approach that uses a combination of a binary search algorithm and a slightly modified version of the response time schedulability tests proposed by audsley and tindell 31 . in the following we give a brief overview about the sensitivity analysis algorithm and the analysis models and metrics used in symta s. as already mentioned above, different approaches were prop",NOTUTILIZE,MENTION
82257731,79758640,"i-concepts from a given p-folksonomy, i.e., a quadratic context, we may use one of the reported algorithms in the literature: quadricons 20 , an extension of the tricons algorithm 31 or datapeeler which are able to extract all frequent quadriconcepts fulfilling user-defined minimum thresholds on each dimension of the p-folksonomy. both algorithms take as input a p-folksonomy as well as four mi",NOTUTILIZE,MENTION
69047867,67815803,"se additional free parameters cause an increase in the statistical error of about 20 . to test the robustness of our algorithm, we use a sample of lepton tagged, partially reconstructed d l decays . events are selected from the same data sample of 140 fb 1 . since semileptonic b decays are flavour 11asymmetry 1.5 1 0.3 0.2 0.1 0 -0.1 asymmetry 1.5 1 0.3 0.2 0.1 0 -0.1 0.5 -0.2 -0.3 -0.1 -0.05",UTILIZE,USE
3218434,3318034,"n x n matrix is sparsifted, graph methods directly dealing with connectivity graph g can be used. hierarchical divisive algorithm mst (minimum spanning tree algorithm) is based on graph partitioning . 2.2. clusters of arbitrary shapes using linkage metrics based on euclidean distance for hierarchical clustering of spatial data naturally predispose to clusters of spherical shapes. meanwhile, visua",UTILIZE,EXTEND
1178649,1256436,"mulation results. to compare static and dynamic resource announcement algorithms, we have performed a series of simulations using our discrete event simulator for mobile wireless networking protocols . the simulation assumes a network with the following parameters: ffl 100 nodes ffl area of 1000x1000 meters ffl varying node movement speeds ffl transmission range of 400m the nodes are capable of mo",NOTUTILIZE,NOTALGO
8605374,9066019,"ail (though without resolution) in dsp, but which we will not be concerned with further here. the second step, solution of equations, can be performed using huet s higher-order unification algorithm ( ). as pointed out in dsp, our analysis does not rely on the existence of a syntactic constituent in the source (for example, a vp) whose interpretation is also the interpretation of the missing materi",UTILIZE,USE
58229520,57477386,"kable threshold ring signature scheme. we target to construct a scheme which can be extended so that we can construct a linkable variant. 6 we note that although the linkable ring signature scheme in is id-based, it is later proven insecure in 42 .4 patrick p. tsang, man ho au, joseph k. liu, willy susilo, and duncan s. wong 1.3 comparison we compare our scheme with other id-based threshold rin",NOTUTILIZE,MENTION
20653240,21854785,"ne schedule could be asymptotically close to the optimal makespan as can be seen from the performance guarantee of ls. in section 3, we give off-line upper bound results. by extending graham s result on lpt , we show that lpt is an (m; k)-machine (maxf 4m k gamma 13m 3k ; 1g)-approximation algorithm. this implies that lpt is (m; k)-optimal when k m gamma 12 ; that is, if lpt has at least 3m gam",NOTUTILIZE,MENTION
2989405,3113467,"be underdetermined and some form of regularization should be employed. genetic algorithms have also been used to identify damage in structures by optimizing the force residual 17 or modal residuals . a second group of methods, called forward methods, assume a candidate set of possible damage scenarios, which can include both damage mechanism and location. the change in dynamic response due to th",NOTUTILIZE,NOTALGO
15327383,16422726,"ltipliers and gave delay and area comparisons of them in 55 . wu, hasan and blake proposed parallel multipliers in 218,219 . lee and lim defined a new dual basis called circular dual basis (cdb) in . they gave the algorithms for multiplication, squaring, conversion and inversion in 114 . gollmann reported some results about esp and dual basis in 68 . 4.3.4 works for comparison of different bas",NOTUTILIZE,MENTION
60264512,59666442,"3 on the same set are isomorphic if there is a permutation sym( ) such that i i for all i 1, 2, 3 . an automorphism of a bitrade is defined similarly. we follow the presentation in . in the context of an algorithm for enumerating combinatorial objects, the domain of a search is the finite set that contains all objects considered by the search. the search space is conveniently",NOTUTILIZE,MENTION
18501213,19690864,"e would imply that there is a fast, provably correct algorithm for computing the number of degrees of freedom and determining the maximal rigid subgraphs in a molecular graph. the algorithm of jacobs , which was used in the first versions of the first software, uses a different approach for computing the degrees of freedom and the maximal rigid subgraphs. it runs on g 2 , rather than g, and is a m",NOTUTILIZE,MENTION
31212975,31874916,"andidates). however, the algorithm can be implemented using o(n) priority queue operations. in the comparison based model this leads to o(n log n) execution time. in other models of computation (e.g. ) and on the average 47 , better bounds exist. however, in practice the impact of priority queues on performance for large road networks is rather limited since cache faults for accessing the graph a",NOTUTILIZE,NOTALGO
663814,709961,"ntactic restrictions for further work. we remark that if we restrict the semantics for bel() to be dened in terms of a unique model (e.g., the extended well-founded semantics for elps brewka 1996; pe ), then in case of a c-bounded and contracting regular evolution frame ef , the complexity of deciding tempevo drops from expspace to pspace. this can be argued by the observation that, in case of a",NOTUTILIZE,MENTION
77915003,76036409,"oes not yet have a mechanism by which the remaining servers can collectively form a new group roster with the misbehaving nodes removed. we expect off-the-shelf byzantine fault tolerance algorithms to be applicable to this group evolution problem. using bft to achieve agreement, however, requires a stronger security assumption: in a group with f dishonest servers, there must be at least 3 f 1",NOTUTILIZE,MENTION
14400419,15443916,"j k l.) probabilistic measurements of free energy can also be derived from the nearest neighbor model to predict the most likely structure. for a summary of nearest-neighbor thermodynamics see . for more information about nucleotide structures see ssr97, sch04 . for more information about structure prediction algorithms see tsf88 . 3.1 secondary structure of single strands most dna comput",NOTUTILIZE,MENTION
8024213,8426035,"been projected into the basis functions of the receiver. we have chosen to use the outlined approach, however, as it is the standard approach in the literature. instead of using nevilles s algorithm construct the polynomial, we calculate the samples of the interpolating polynomial from the quadrature samples with a single m m matrix multiply, using a pre-computed transformation matrix. 2.4",NOTUTILIZE,MENTION
18711735,19903114,"f a tree decomposition (t, ) is defined as the maximum (t) 1 over all nodes t of t. the treewidth tw(g) of a graph g is the minimum width over all its tree decompositions. as shown by bodlaender , there exists for every fixed k a linear time algorithm that checks whether a given graph has treewidth at most k and, if so, outputs a tree decomposition of minimum width. bodlaender s algorithm doe",NOTUTILIZE,MENTION
23248648,24210331,e most number of requests queued for it is selected when a channel becomes available. maximum factored queue length (mfql 6 ) is a batch scheduling policy with a notion of factored queue length. rxw is a parameterized broadcast scheduling algorithm that makes scheduling decisions based on the current request queue and adapts well with client population and access pattern changes. it is important,NOTUTILIZE,MENTION
