contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
13617156,14611223,"n: the pro-p topology in this section, we give a new version of ribes and zalesski s algorithm to compute the closure of a nitely generated subgroup in the pro-p topology (where p is a prime number) . this new version of the algorithm seems to us to be a bit clearer, and it allows us to give a polynomial upper bound to the complexity of the problem of computing such a closure. before we embark in",UTILIZE,EXTEND
3727102,3846246,"he initial condition 14 . this paper deals with both of the long-term dynamical characteristics and the short-term prediction, by using a neural network model and a stochastic learning algorithm. we formerly showed that a recurrent neural network (rnn) could learn continuous time chaotic dynamics from observed data. in these studies, we emphasized that long-time trajectory generation has its own",UTILIZE,USE
41101278,39572733,e will address these issues in this paper to provide better data replication. some other researchers address data access issues in manets considering network partitions. jorgic and stojmenovic et al. introduced several localized algorithms to detect critical nodes and links for connectivity in manets. huang and chen 10 addressed the problem of replica allocation in a manet by exploring group mo,NOTUTILIZE,MENTION
16654317,17795643,"already discussed, steps 1 and 3 can be executed in linear time. steps 2 and 4 trivially require o(n) time, and step 5 can be carried out by a linear-time pattern matching procedure (see for instance ). in conclusion, the proposed algorithm runs in linear time. acknowledgements we wish to thank jean berstel and arturo carpi for their suggestions and helpful comments. the work for this paper was pa",NOTUTILIZE,MENTION
23059082,24040807,"atabase schemas, which are suitably precise for the purpose of impact analysis but still computationally feasible. the precision of our analysis comes from using a recognised k-cfa contextsensitivity , but with a higher value of k than used in previous related work. we reduce the computational cost by reducing the size of the original program through program slicing. our implementation of both pro",UTILIZE,USE
41604592,40001365,"especting human understanding of object components. our method falls into the second class. guidance for mesh segmentation algorithms has predominantly been the minima rule proposed by hoffman et al. , 8 , which states that human perception tends to cut a shape along concave regions in the direction of minimum principal curvature. many existing mesh segmentation methods leverage the concavity inf",NOTUTILIZE,MENTION
79675650,77560781,"oes, however, imply non-existence also in the analytical domain. structural concepts were studied early in the applied mathematics community, and various theoretical 595 algorithms were developed in ( ; hopcroft and karp, 1973). structural analysis was and is used intensively in chemical engineering for solving large sets of equations (leitold and hangos, 2001; unger, kr ner and marquardt, 1995). t",NOTUTILIZE,MENTION
29650055,30329131,"possibility, it is standard to maintain a cache of lemmas, adding to the cache only those items that have not been seen so far. the cache plays the same role as the chart in chart-parsing algorithms , the well-formed substring table in cyk parsing 12, 38 , and the state sets in earley s algorithm 8 . in this section, we develop a forward-chaining deduction procedure that achieves this eliminati",NOTUTILIZE,MENTION
15413776,16512499,"inding min-cut maxflow in the graph we applied the algorithm 15 used for the user-driven image segmentation for grayscale non-textured images 15, 16, 17 augmented to colour and textured images in . the proposed method works very well for images containing strong textures like natural images, see fig. 1. compared to other methods our approach does not need a learning process 8 or a priori inf",NOTUTILIZE,NOTALGO
5915463,6129572,"the subspaces containing clusters are identified, the clusters in each subspace are to be determined. recall that clusters are connected dense units. we can simply use a depth-first search algorithm to find the connected components. the final step is to generate minimal cluster descriptions. the description is given in the form of dnf expression, e.g. ((30sage 50)s(4ssalary 8))s((40sage 60",UTILIZE,USE
17574141,18749690,each of the 12 dag sizes corresponding to a number of tasks n ranging from 10 to 32 by increment of 2. optimal solutions for these small examples were determined by using an a enumeration algorithm . the heuristic results reported in 20 for scheduling these task graphs on a 2-processor system displayed 1 to 8 deviations from the optimum. the results obtained using the heuristics we selected,UTILIZE,USE
77839413,75977419,"ile. furthermore, when a document is created, it is difficult to foresee all constraints, in particular those introduced by futures devices. 2 our proposed classification extends the one presented in , especially the static and dynamic adaptation cases.semantic adaptation of multimedia documents 7 3.1.2 using transformation rules hal-00781024, version 1 - 25 jan 2013 to avoid the specification of",NOTUTILIZE,NOTALGO
29401171,30067035,"le ii. each value of gives a measure of the extent to which the labeled cell phone image (see figs. 10 16) belongs to the global class . in table iii, we use the ycxcz lab color image fidelity metric , 31 as a quantitative measure of each color correction algorithm s performance on test images in figs. 10 14. each entry in the table represents the color difference in terms of the ycxcz lab mean",UTILIZE,USE
81455548,79070129,"we focus on the online learning framework, where learning is performed in rounds. let x t be the t th symbol in a sequence. denote x 1:t 1 be the context of x t , i.e. x 1:t 1 : x ,...,x t 1 . for completeness, let x t:t 1 : . on round t, the algorithm first predicts x t according to its current prediction rule and the contextx t:t 1 . after that, the true symbo",NOTUTILIZE,NOTALGO
2297667,2430223,"ast partially, from this redundant information. when fec fails to recover from a loss, applications can resort to error concealment algorithms at the receiver to correct the effect of missing packets error concealment algorithms 12 , 13 , 14 , 15 use repair mechanisms like insertion, interpolation or regeneration. these techniques work well for relatively small loss rates ( ) and for small",NOTUTILIZE,MENTION
146015383,128790717,"ps, professional and academic settings. research has revealedsthat women feel significantly less personal control than men (barret buckley, 2009; cassidy,s1997; mirowsky ross, 1983; thoits, 1986; ; umberson, anderson, glick, sshapiro, 1998); though others have found this difference to be insignificant (chubb fertman,s1997) and nonexistent (bird ross, 1993; mirowsky 1995; stets, 1995).sthe",NOTUTILIZE,NOTALGO
15552966,16658257,"e voronoi paths are longer than the optimal visibility graph-based paths, especially in sparse environments. aiming to improve the quality of generated paths, another composite algorithm is proposed ( ) where three methods of voronoi diagram, visibility graph, and potential fields are integrated in a single architecture, called v-v-p compound model. the compound model provides a parametric tradeoff",NOTUTILIZE,MENTION
77488396,75671674,"orders of magnitude higher than symmetric key encryption 2 . therefore, in the last few years, different pairwise key distribution schemes using symmetric key algorithms have been developed for hsns - 6 . however, the problem of continuous secure is still not solved for hsns. continuous secure denotes that hsns have a good performance in the resilient against node capture attacks throughout their",NOTUTILIZE,MENTION
17727455,18906017,"fore c, b overlaps d, b overlaps c, c during d. a single symbolic interval series is mined using a sliding window and an apriori algorithm. the support is not determined by counting occurrences as in but rather by recording the lifetime of a pattern within the sliding window. the pattern format can of course also be used with a set of interval sesigkdd explorations volume 9, issue 1 duration orde",NOTUTILIZE,MENTION
47025253,46173103,"ations. there is extensive literature on how to find and fix data races efficiently. dynamic detectors may track the happensbefore relation 14 , implement the lockset algorithm 34 , or combine both . static race detectors may make use of aclass sorrunner implements runnable double g ; volatile long sync ; compound public void run() . . . for (int p 0; p 2 num iterations; p )",NOTUTILIZE,MENTION
