contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
3829242,3955107,"gs in this section we describe and analyze a new approximation algorithm for the two-layer crossing problem. in particular, in section 2.1 we analyze the penalty minimization technique for solving cp and we prove that any approximation algorithm for the minimum feedback arc set problem (fas) can be used for approximating cp by the same ratio. therefore, in section 2.2 we focus on fas and we devis",UTILIZE,USE
81934512,79475827,"k running on multi-hfe with embedding. table 4. comparison of each step of our attack on embedding variant on multi-hfe with parameters q 31, n 3, d 8, d 2 ( 120 bits security) using a magma (v2.16-10) implementation on a 2.93 ghz intel r xeon r cpu. mr time mr dreg finding u finding w no variant (ref. time) 23.3 s 3 0.01 s 7.29 s embedding (r 1) 788 s 3 0.01 s 6.14 s embedding (r",UTILIZE,USE
78712134,76707061,"a three-dimensional poisson equation showed a performance improvement of 34 by applying nonblocking collective operations 5 . the runtime of a strong-scaling medical image reconstruction algorithm could be improved up to 8 . however, a nonblocking interface does not mean that the operations are actually performed asynchronously in the background. asynchronous execution of collective operations",NOTUTILIZE,MENTION
23963414,24875119,"ed, and universally available collection of natural photographic images has not yet developed. the image collections published by corel form the current de facto standard, and are cited in many works . unfortunately, there are over 60,000 corel images ins59 table 3.5: overall classification results by category on second test set for algorithms with fine color quantization. category stairs hist. co",NOTUTILIZE,MENTION
84343741,81478416,"s used for each patient within this class. the four mr images were plotted together with a segmented image in which voxels were clustered using a model-based clustering algorithm 28 as described in . the clustering provides an objective segmentation based on similarities obtained from the mr images as well as mr spectroscopic features, and thus is considered to be helpful in the selection of vox",UTILIZE,USE
68031435,66628069,"ting the measures of fit under measurement uncertainty: formulation of the problem. in general, we have an algorithm q(x (1) 1 , . . . , x(1) d which transforms the values x (1) 1 , . . . , x(1) d , x 1 , x(2) 1 , . . . , x(2) d , . . . , x(2) d of the corresponding quantities into the value y q(x (1) 1 , . . . , x(1) d , x(2) 1 , . . . , x(2) d , . . . , x(n) 1 , . . . , x(n) 1 , . . . , x(n) 1",NOTUTILIZE,NOTALGO
25646570,26422451,"ov approach. in 37 , a broyden jacobian estimator is applied for jacobian estimation and a nonlinear least-square optimization method is used for the visual servo controller development. in 39 and a recursive least-squares algorithm is implemented for jacobian estimation, and a dynamic gaussnewton method is used to minimize the squared error in the image plane to get the controller. let the ro",NOTUTILIZE,MENTION
72944437,71934437,"the journal of systems and software 82 (2009) 144 154 147 fig. 3. an ncsp-idi schedule. greedy scheduler of rate-monotonic scheduling algorithm with non-preemptible critical section protocol (ncsp) ( ) is demonstrated. 1 4.1. anomaly prevention passive resources in this section, we first discuss the handling of passive resources and present two naive rules for anomaly prevention. 4.1.1. insertio",NOTUTILIZE,MENTION
16058007,17179632,"nked lists in the java collections framework, a part of the standard java libraries. this implementation uses doubly-linked, circular lists that have a size field and a header node as a sentinel node . (linked lists also provide methods that allow them to be used as stacks and queues.) treemap implements the map interface using red-black trees 9 . this implementation uses binary trees with parent",NOTUTILIZE,NOTALGO
9894759,10499910,"ted by profile pseudolikelihood. this version of the estimation algorithm was first applied to the data yielding ( fi;sfl;sr) (1:9781; 0:2131; 0:7). a metropolishastings birth-death-shift algorithm was used to generate 500 simulated realisations from the strauss process with the same parameter values. the bootstrap covariance matrix, based on 500 parametric bootstrap replicates, wassc 2 4 0:1",UTILIZE,USE
